ANO;LOCALIDAD_MADRE;EDAD_MADRE;SEXO;REGIMEN_SEGURIDAD_SOCIAL;TOTAL_NACIDOS
2014;14 - Los Mártires;33;Femenino;No Asegurado;4
2014;17 - La Candelaria;23;Femenino;Excepción;2
2014;01 - Usaquén;46;Femenino;Subsidiado;1
2014;05 - Usme;44;Masculino;Contributivo;1
2014;17 - La Candelaria;34;Femenino;Contributivo;4
2014;09 - Fontibón;36;Masculino;No Asegurado;2
2014;15 - Antonio Nariño;17;Masculino;Excepción;1
2014;02 - Chapinero;42;Masculino;No Asegurado;1
2014;14 - Los Mártires;24;Femenino;No Asegurado;3
2014;06 - Tunjuelito;29;Femenino;Excepción;2
2014;09 - Fontibón;22;Femenino;Subsidiado;11
2014;16 - Puente Aranda;17;Masculino;Excepción;1
2014;15 - Antonio Nariño;15;Femenino;No Asegurado;1
2014;Sin Dato;20;Femenino;Subsidiado;2
2014;Sin Dato;21;Masculino;Subsidiado;2
2014;09 - Fontibón;17;Masculino;No Asegurado;2
2014;04 - San Cristóbal;28;Masculino;Excepción;3
2014;01 - Usaquén;16;Masculino;Subsidiado;11
2014;09 - Fontibón;23;Femenino;Excepción;8
2014;15 - Antonio Nariño;17;Femenino;Subsidiado;8
2014;16 - Puente Aranda;42;Femenino;Contributivo;7
2014;10 - Engativá;42;Masculino;No Asegurado;3
2014;13 - Teusaquillo;38;Masculino;Excepción;2
2014;13 - Teusaquillo;23;Masculino;Excepción;4
2014;08 - Kennedy;43;Femenino;Contributivo;4
2014;12 - Barrios Unidos;41;Masculino;Excepción;1
2014;16 - Puente Aranda;28;Femenino;No Asegurado;2
2014;01 - Usaquén;51;Femenino;Contributivo;1
2014;01 - Usaquén;27;Femenino;No Asegurado;4
2014;02 - Chapinero;45;Masculino;Contributivo;3
2014;04 - San Cristóbal;36;Femenino;Excepción;3
2014;04 - San Cristóbal;42;Femenino;Subsidiado;6
2014;02 - Chapinero;32;Masculino;Subsidiado;4
2014;10 - Engativá;41;Femenino;Excepción;2
2014;12 - Barrios Unidos;31;Femenino;Excepción;1
2014;19 - Ciudad Bolívar;35;Masculino;No Asegurado;8
2014;02 - Chapinero;21;Masculino;Excepción;1
2014;04 - San Cristóbal;46;Masculino;Subsidiado;1
2014;Sin Dato;18;Masculino;Contributivo;1
2014;09 - Fontibón;20;Femenino;Subsidiado;14
2014;Sin Dato;15;Femenino;Subsidiado;1
2014;01 - Usaquén;28;Masculino;No Asegurado;5
2014;14 - Los Mártires;24;Masculino;No Asegurado;5
2014;Sin Dato;18;Masculino;Subsidiado;7
2014;02 - Chapinero;22;Masculino;Excepción;2
2014;14 - Los Mártires;29;Femenino;No Asegurado;1
2014;Sin Dato;31;Femenino;No Asegurado;2
2014;18 - Rafael Uribe Uribe;37;Masculino;Subsidiado;9
2014;18 - Rafael Uribe Uribe;22;Masculino;Excepción;5
2014;13 - Teusaquillo;33;Masculino;No Asegurado;1
2014;06 - Tunjuelito;13;Masculino;Contributivo;1
2014;Sin Dato;15;Femenino;Contributivo;1
2014;04 - San Cristóbal;43;Masculino;No Asegurado;1
2014;02 - Chapinero;14;Femenino;Contributivo;2
2014;16 - Puente Aranda;37;Masculino;Subsidiado;3
2014;12 - Barrios Unidos;28;Masculino;Subsidiado;7
2014;15 - Antonio Nariño;31;Masculino;No Asegurado;3
2014;03 - Santa Fe;32;Femenino;No Asegurado;4
2014;20 - Sumapaz;19;Femenino;Subsidiado;1
2014;02 - Chapinero;34;Femenino;Excepción;1
2014;05 - Usme;45;Femenino;Contributivo;1
2014;09 - Fontibón;19;Femenino;No Asegurado;3
2014;08 - Kennedy;39;Femenino;No Asegurado;1
2014;05 - Usme;37;Femenino;Subsidiado;7
2014;02 - Chapinero;26;Masculino;Subsidiado;3
2014;04 - San Cristóbal;26;Femenino;No Asegurado;12
2014;04 - San Cristóbal;16;Femenino;Excepción;2
2014;04 - San Cristóbal;27;Masculino;No Asegurado;5
2014;07 - Bosa;25;Femenino;Excepción;6
2014;09 - Fontibón;30;Masculino;No Asegurado;4
2014;18 - Rafael Uribe Uribe;21;Masculino;Excepción;6
2014;19 - Ciudad Bolívar;13;Femenino;Contributivo;2
2014;01 - Usaquén;25;Masculino;No Asegurado;3
2014;11 - Suba;43;Femenino;Subsidiado;2
2014;09 - Fontibón;43;Masculino;Contributivo;3
2014;09 - Fontibón;30;Femenino;Subsidiado;3
2014;13 - Teusaquillo;18;Femenino;Excepción;1
2014;14 - Los Mártires;18;Femenino;No Asegurado;3
2014;14 - Los Mártires;39;Masculino;Contributivo;3
2014;05 - Usme;14;Femenino;No Asegurado;1
2014;01 - Usaquén;36;Femenino;No Asegurado;1
2014;05 - Usme;18;Masculino;Excepción;2
2014;02 - Chapinero;42;Masculino;Contributivo;2
2014;09 - Fontibón;14;Femenino;Contributivo;2
2014;07 - Bosa;34;Femenino;No Asegurado;4
2014;08 - Kennedy;46;Femenino;Contributivo;2
2014;12 - Barrios Unidos;16;Masculino;Subsidiado;1
2014;07 - Bosa;38;Femenino;No Asegurado;4
2014;01 - Usaquén;25;Masculino;Subsidiado;16
2014;20 - Sumapaz;33;Femenino;Subsidiado;1
2014;05 - Usme;42;Femenino;Contributivo;4
2014;14 - Los Mártires;22;Masculino;Excepción;3
2014;19 - Ciudad Bolívar;51;Masculino;Contributivo;1
2014;10 - Engativá;38;Femenino;Excepción;4
2014;13 - Teusaquillo;18;Masculino;Subsidiado;2
2014;05 - Usme;24;Femenino;Especial;1
2014;01 - Usaquén;33;Masculino;No Asegurado;10
2014;03 - Santa Fe;38;Masculino;No Asegurado;1
2014;04 - San Cristóbal;39;Masculino;No Asegurado;3
2014;01 - Usaquén;37;Masculino;No Asegurado;4
2014;13 - Teusaquillo;17;Femenino;Contributivo;8
2014;15 - Antonio Nariño;15;Masculino;Contributivo;5
2014;13 - Teusaquillo;29;Masculino;Subsidiado;2
2014;12 - Barrios Unidos;32;Masculino;Excepción;1
2014;13 - Teusaquillo;34;Masculino;No Asegurado;2
2014;01 - Usaquén;17;Masculino;No Asegurado;4
2014;18 - Rafael Uribe Uribe;23;Masculino;No Asegurado;11
2014;04 - San Cristóbal;14;Femenino;Subsidiado;3
2014;07 - Bosa;38;Femenino;Excepción;2
2014;17 - La Candelaria;22;Masculino;Subsidiado;2
2014;09 - Fontibón;28;Femenino;Excepción;3
2014;18 - Rafael Uribe Uribe;25;Femenino;Excepción;6
2014;05 - Usme;41;Femenino;Contributivo;12
2014;10 - Engativá;45;Femenino;Subsidiado;1
2014;11 - Suba;52;Masculino;Contributivo;2
2014;11 - Suba;41;Masculino;No Asegurado;2
2014;02 - Chapinero;16;Femenino;Contributivo;4
2014;16 - Puente Aranda;40;Masculino;No Asegurado;1
2014;13 - Teusaquillo;28;Masculino;Excepción;3
2014;01 - Usaquén;46;Masculino;Subsidiado;1
2014;19 - Ciudad Bolívar;37;Femenino;Excepción;2
2014;17 - La Candelaria;38;Femenino;Contributivo;5
2014;07 - Bosa;33;Femenino;No Asegurado;4
2014;14 - Los Mártires;40;Femenino;Contributivo;3
2014;03 - Santa Fe;32;Masculino;Excepción;3
2014;09 - Fontibón;21;Masculino;Excepción;2
2014;08 - Kennedy;41;Femenino;No Asegurado;2
2014;07 - Bosa;45;Masculino;Subsidiado;2
2014;09 - Fontibón;16;Femenino;No Asegurado;3
2014;03 - Santa Fe;29;Femenino;No Asegurado;1
2014;02 - Chapinero;15;Masculino;Excepción;1
2014;06 - Tunjuelito;32;Femenino;Subsidiado;6
2014;03 - Santa Fe;28;Femenino;Subsidiado;5
2014;03 - Santa Fe;30;Femenino;Excepción;2
2014;03 - Santa Fe;33;Masculino;Contributivo;12
2014;07 - Bosa;38;Masculino;No Asegurado;3
2014;04 - San Cristóbal;37;Femenino;Excepción;1
2014;03 - Santa Fe;38;Masculino;Contributivo;6
2014;09 - Fontibón;45;Femenino;Subsidiado;1
2014;14 - Los Mártires;34;Masculino;Subsidiado;3
2014;07 - Bosa;40;Femenino;Excepción;1
2014;Sin Dato;33;Femenino;Subsidiado;1
2014;16 - Puente Aranda;38;Femenino;No Asegurado;1
2014;05 - Usme;46;Femenino;Subsidiado;1
2014;16 - Puente Aranda;13;Femenino;Contributivo;1
2014;12 - Barrios Unidos;18;Femenino;No Asegurado;1
2014;01 - Usaquén;46;Femenino;No Asegurado;1
2014;13 - Teusaquillo;40;Femenino;Excepción;1
2014;17 - La Candelaria;15;Masculino;Subsidiado;2
2014;19 - Ciudad Bolívar;28;Femenino;Excepción;5
2014;15 - Antonio Nariño;20;Femenino;No Asegurado;5
2014;12 - Barrios Unidos;54;Masculino;Contributivo;1
2014;20 - Sumapaz;20;Femenino;Contributivo;1
2014;16 - Puente Aranda;30;Masculino;No Asegurado;3
2014;15 - Antonio Nariño;19;Femenino;Excepción;1
2014;03 - Santa Fe;36;Masculino;Subsidiado;1
2014;13 - Teusaquillo;20;Femenino;Contributivo;9
2014;18 - Rafael Uribe Uribe;39;Femenino;Subsidiado;4
2014;10 - Engativá;36;Masculino;Subsidiado;8
2014;07 - Bosa;44;Masculino;Contributivo;3
2014;14 - Los Mártires;37;Masculino;Subsidiado;3
2014;16 - Puente Aranda;25;Masculino;No Asegurado;3
2014;15 - Antonio Nariño;25;Femenino;Subsidiado;5
2014;16 - Puente Aranda;22;Femenino;No Asegurado;3
2014;16 - Puente Aranda;24;Masculino;No Asegurado;3
2014;06 - Tunjuelito;31;Masculino;No Asegurado;2
2014;05 - Usme;26;Masculino;Excepción;3
2014;02 - Chapinero;46;Femenino;Contributivo;3
2014;12 - Barrios Unidos;16;Masculino;Contributivo;8
2014;09 - Fontibón;39;Femenino;Excepción;2
2014;12 - Barrios Unidos;30;Masculino;Subsidiado;4
2014;07 - Bosa;13;Masculino;Contributivo;2
2014;15 - Antonio Nariño;17;Femenino;No Asegurado;1
2014;02 - Chapinero;26;Masculino;Excepción;2
2014;16 - Puente Aranda;32;Femenino;Subsidiado;6
2014;01 - Usaquén;14;Femenino;No Asegurado;1
2014;03 - Santa Fe;25;Femenino;Excepción;3
2014;17 - La Candelaria;21;Femenino;No Asegurado;1
2014;13 - Teusaquillo;36;Masculino;Subsidiado;1
2014;08 - Kennedy;26;Masculino;Excepción;14
2014;14 - Los Mártires;33;Femenino;Subsidiado;4
2014;09 - Fontibón;29;Masculino;Subsidiado;5
2014;14 - Los Mártires;25;Femenino;No Asegurado;1
2014;18 - Rafael Uribe Uribe;44;Masculino;Subsidiado;1
2014;01 - Usaquén;15;Femenino;Contributivo;7
2014;08 - Kennedy;44;Masculino;Contributivo;8
2014;09 - Fontibón;39;Femenino;Subsidiado;1
2014;07 - Bosa;36;Masculino;No Asegurado;2
2014;16 - Puente Aranda;40;Masculino;Subsidiado;1
2014;06 - Tunjuelito;26;Masculino;No Asegurado;6
2014;17 - La Candelaria;28;Femenino;Excepción;1
2014;02 - Chapinero;15;Masculino;Contributivo;2
2014;06 - Tunjuelito;38;Femenino;No Asegurado;1
2014;04 - San Cristóbal;15;Masculino;No Asegurado;2
2014;10 - Engativá;35;Femenino;No Asegurado;4
2014;06 - Tunjuelito;34;Masculino;Subsidiado;4
2014;18 - Rafael Uribe Uribe;43;Masculino;Subsidiado;1
2014;19 - Ciudad Bolívar;18;Femenino;Excepción;3
2014;01 - Usaquén;13;Masculino;Contributivo;1
2014;04 - San Cristóbal;13;Femenino;Contributivo;1
2014;02 - Chapinero;36;Masculino;Excepción;1
2014;03 - Santa Fe;19;Femenino;No Asegurado;5
2014;02 - Chapinero;49;Masculino;Contributivo;1
2014;06 - Tunjuelito;25;Femenino;Subsidiado;10
2014;04 - San Cristóbal;44;Masculino;Contributivo;4
2014;16 - Puente Aranda;34;Masculino;Subsidiado;2
2014;05 - Usme;26;Femenino;No Asegurado;8
2014;02 - Chapinero;23;Masculino;Subsidiado;2
2014;14 - Los Mártires;33;Masculino;Excepción;2
2014;01 - Usaquén;35;Masculino;Subsidiado;1
2014;10 - Engativá;32;Masculino;No Asegurado;4
2014;03 - Santa Fe;37;Masculino;Contributivo;5
2014;14 - Los Mártires;40;Femenino;Subsidiado;2
2014;18 - Rafael Uribe Uribe;23;Femenino;Excepción;3
2014;12 - Barrios Unidos;29;Masculino;Subsidiado;2
2014;16 - Puente Aranda;32;Femenino;Excepción;3
2014;18 - Rafael Uribe Uribe;12;Masculino;Subsidiado;1
2014;Sin Dato;18;Femenino;Subsidiado;3
2014;10 - Engativá;18;Femenino;Excepción;2
2014;12 - Barrios Unidos;26;Femenino;Excepción;2
2014;07 - Bosa;43;Femenino;Contributivo;4
2014;16 - Puente Aranda;21;Masculino;No Asegurado;4
2014;19 - Ciudad Bolívar;46;Masculino;Subsidiado;1
2014;06 - Tunjuelito;30;Masculino;No Asegurado;1
2014;12 - Barrios Unidos;27;Masculino;Subsidiado;3
2014;18 - Rafael Uribe Uribe;42;Femenino;Subsidiado;3
2014;17 - La Candelaria;27;Masculino;No Asegurado;1
2014;02 - Chapinero;18;Femenino;Contributivo;6
2014;13 - Teusaquillo;36;Femenino;No Asegurado;2
2014;15 - Antonio Nariño;23;Femenino;Subsidiado;10
2014;02 - Chapinero;43;Masculino;Contributivo;1
2014;13 - Teusaquillo;19;Masculino;No Asegurado;2
2014;18 - Rafael Uribe Uribe;40;Masculino;No Asegurado;1
2014;04 - San Cristóbal;27;Masculino;Excepción;1
2014;17 - La Candelaria;32;Femenino;Excepción;1
2014;04 - San Cristóbal;26;Femenino;Excepción;5
2014;Sin Dato;29;Masculino;Subsidiado;2
2014;16 - Puente Aranda;30;Masculino;Excepción;4
2014;16 - Puente Aranda;31;Femenino;Excepción;4
2014;07 - Bosa;18;Masculino;Excepción;2
2014;17 - La Candelaria;24;Masculino;Subsidiado;2
2014;04 - San Cristóbal;37;Femenino;Subsidiado;10
2014;03 - Santa Fe;26;Masculino;No Asegurado;1
2014;16 - Puente Aranda;39;Femenino;Subsidiado;1
2014;02 - Chapinero;43;Femenino;Contributivo;2
2014;18 - Rafael Uribe Uribe;37;Femenino;No Asegurado;2
2014;06 - Tunjuelito;36;Masculino;Subsidiado;1
2014;15 - Antonio Nariño;41;Masculino;Contributivo;2
2014;03 - Santa Fe;35;Femenino;Subsidiado;4
2014;12 - Barrios Unidos;23;Femenino;Especial;1
2014;09 - Fontibón;32;Femenino;Excepción;5
2014;09 - Fontibón;27;Femenino;Excepción;3
2014;13 - Teusaquillo;31;Femenino;Excepción;1
2014;04 - San Cristóbal;37;Masculino;No Asegurado;2
2014;13 - Teusaquillo;36;Femenino;Excepción;3
2014;11 - Suba;39;Femenino;Excepción;2
2014;17 - La Candelaria;29;Masculino;Subsidiado;2
2014;14 - Los Mártires;30;Masculino;Excepción;5
2014;14 - Los Mártires;32;Femenino;Subsidiado;3
2014;03 - Santa Fe;33;Masculino;Excepción;1
2014;15 - Antonio Nariño;43;Masculino;Contributivo;1
2014;14 - Los Mártires;19;Femenino;Subsidiado;12
2014;02 - Chapinero;37;Masculino;Excepción;1
2014;01 - Usaquén;38;Masculino;Excepción;1
2014;06 - Tunjuelito;15;Femenino;Subsidiado;5
2014;18 - Rafael Uribe Uribe;34;Masculino;Excepción;3
2014;08 - Kennedy;15;Femenino;No Asegurado;7
2014;02 - Chapinero;44;Femenino;Contributivo;3
2014;09 - Fontibón;32;Femenino;No Asegurado;1
2014;05 - Usme;40;Femenino;Contributivo;6
2014;Sin Dato;20;Masculino;No Asegurado;5
2014;19 - Ciudad Bolívar;18;Masculino;Excepción;1
2014;13 - Teusaquillo;21;Masculino;No Asegurado;2
2014;03 - Santa Fe;29;Masculino;Excepción;1
2014;10 - Engativá;26;Femenino;Excepción;10
2014;11 - Suba;14;Masculino;Subsidiado;6
2014;11 - Suba;13;Femenino;No Asegurado;1
2014;Sin Dato;14;Femenino;No Asegurado;1
2014;Sin Dato;18;Femenino;No Asegurado;4
2014;15 - Antonio Nariño;24;Masculino;Subsidiado;6
2014;15 - Antonio Nariño;16;Femenino;Subsidiado;8
2014;15 - Antonio Nariño;42;Masculino;Subsidiado;1
2014;04 - San Cristóbal;29;Masculino;No Asegurado;6
2014;07 - Bosa;43;Masculino;No Asegurado;1
2014;11 - Suba;47;Masculino;Contributivo;2
2014;14 - Los Mártires;14;Femenino;Subsidiado;9
2014;06 - Tunjuelito;43;Masculino;Contributivo;1
2014;16 - Puente Aranda;33;Femenino;No Asegurado;1
2014;05 - Usme;44;Masculino;Subsidiado;1
2014;09 - Fontibón;26;Femenino;No Asegurado;7
2014;17 - La Candelaria;22;Masculino;Excepción;1
2014;Sin Dato;24;Femenino;Subsidiado;4
2014;02 - Chapinero;20;Masculino;Subsidiado;5
2014;02 - Chapinero;18;Femenino;No Asegurado;3
2014;02 - Chapinero;41;Masculino;Subsidiado;1
2014;14 - Los Mártires;37;Masculino;Excepción;1
2014;10 - Engativá;34;Masculino;No Asegurado;4
2014;01 - Usaquén;32;Femenino;No Asegurado;1
2014;09 - Fontibón;45;Masculino;Contributivo;3
2014;01 - Usaquén;39;Masculino;Subsidiado;2
2014;Sin Dato;26;Femenino;No Asegurado;3
2014;02 - Chapinero;45;Femenino;Contributivo;2
2014;17 - La Candelaria;23;Masculino;Subsidiado;3
2014;03 - Santa Fe;31;Femenino;Excepción;5
2014;19 - Ciudad Bolívar;37;Masculino;Excepción;2
2014;12 - Barrios Unidos;21;Femenino;Excepción;1
2014;18 - Rafael Uribe Uribe;18;Femenino;Excepción;4
2014;10 - Engativá;54;Masculino;Contributivo;1
2014;08 - Kennedy;41;Femenino;Excepción;2
2014;12 - Barrios Unidos;45;Femenino;Excepción;1
2014;13 - Teusaquillo;24;Femenino;Subsidiado;3
2014;17 - La Candelaria;25;Masculino;Subsidiado;4
2014;17 - La Candelaria;26;Femenino;Excepción;1
2014;15 - Antonio Nariño;24;Masculino;No Asegurado;2
2014;18 - Rafael Uribe Uribe;16;Masculino;Excepción;1
2014;05 - Usme;14;Femenino;Subsidiado;4
2014;20 - Sumapaz;24;Femenino;Contributivo;1
2014;12 - Barrios Unidos;21;Masculino;No Asegurado;4
2014;11 - Suba;40;Masculino;Excepción;2
2014;05 - Usme;23;Femenino;Excepción;3
2014;05 - Usme;23;Masculino;Excepción;1
2014;17 - La Candelaria;16;Femenino;No Asegurado;1
2014;16 - Puente Aranda;26;Femenino;No Asegurado;3
2014;18 - Rafael Uribe Uribe;30;Femenino;No Asegurado;5
2014;12 - Barrios Unidos;28;Femenino;Excepción;1
2014;Sin Dato;20;Masculino;Subsidiado;3
2014;12 - Barrios Unidos;19;Femenino;No Asegurado;5
2014;17 - La Candelaria;34;Femenino;Excepción;2
2014;04 - San Cristóbal;45;Masculino;Subsidiado;1
2014;06 - Tunjuelito;38;Masculino;Excepción;1
2014;06 - Tunjuelito;26;Masculino;Excepción;3
2014;02 - Chapinero;29;Femenino;Excepción;1
2014;02 - Chapinero;40;Femenino;No Asegurado;2
2014;05 - Usme;21;Femenino;Excepción;1
2014;04 - San Cristóbal;41;Femenino;Excepción;1
2014;16 - Puente Aranda;19;Masculino;No Asegurado;6
2014;03 - Santa Fe;52;Masculino;Contributivo;1
2014;16 - Puente Aranda;40;Femenino;Subsidiado;1
2014;Sin Dato;26;Masculino;Contributivo;2
2014;01 - Usaquén;29;Femenino;Especial;1
2014;05 - Usme;30;Femenino;Excepción;1
2014;16 - Puente Aranda;37;Femenino;Excepción;3
2014;02 - Chapinero;26;Femenino;Excepción;1
2014;18 - Rafael Uribe Uribe;41;Femenino;No Asegurado;1
2014;07 - Bosa;16;Masculino;Excepción;2
2014;16 - Puente Aranda;29;Femenino;Excepción;1
2014;05 - Usme;31;Femenino;No Asegurado;4
2014;15 - Antonio Nariño;31;Femenino;Subsidiado;3
2014;14 - Los Mártires;13;Masculino;Subsidiado;1
2014;04 - San Cristóbal;24;Femenino;Excepción;5
2014;20 - Sumapaz;16;Masculino;Subsidiado;2
2014;16 - Puente Aranda;30;Masculino;Subsidiado;4
2014;17 - La Candelaria;16;Masculino;Contributivo;2
2014;06 - Tunjuelito;22;Femenino;Excepción;1
2014;14 - Los Mártires;18;Femenino;Excepción;1
2014;06 - Tunjuelito;33;Masculino;Excepción;3
2014;02 - Chapinero;44;Masculino;Contributivo;2
2014;09 - Fontibón;35;Masculino;No Asegurado;3
2014;09 - Fontibón;39;Masculino;Subsidiado;2
2014;03 - Santa Fe;46;Masculino;Contributivo;1
2014;10 - Engativá;47;Masculino;Subsidiado;1
2014;18 - Rafael Uribe Uribe;31;Masculino;No Asegurado;3
2014;15 - Antonio Nariño;40;Femenino;Contributivo;3
2014;10 - Engativá;14;Masculino;No Asegurado;1
2014;12 - Barrios Unidos;24;Masculino;No Asegurado;2
2014;06 - Tunjuelito;35;Masculino;Excepción;5
2014;02 - Chapinero;34;Femenino;No Asegurado;1
2014;05 - Usme;18;Femenino;Excepción;1
2014;Sin Dato;26;Masculino;No Asegurado;1
2014;06 - Tunjuelito;41;Femenino;Excepción;1
2014;11 - Suba;40;Masculino;No Asegurado;5
2014;02 - Chapinero;21;Femenino;Subsidiado;3
2014;Sin Dato;38;Masculino;Subsidiado;1
2014;16 - Puente Aranda;33;Masculino;No Asegurado;3
2014;12 - Barrios Unidos;34;Masculino;Subsidiado;1
2014;08 - Kennedy;16;Femenino;Excepción;3
2014;01 - Usaquén;48;Femenino;Contributivo;1
2014;05 - Usme;42;Masculino;Contributivo;3
2014;13 - Teusaquillo;30;Masculino;Subsidiado;1
2014;03 - Santa Fe;39;Masculino;Excepción;2
2014;13 - Teusaquillo;16;Femenino;Contributivo;3
2014;06 - Tunjuelito;37;Masculino;Excepción;1
2014;05 - Usme;20;Masculino;Excepción;4
2014;13 - Teusaquillo;32;Femenino;Subsidiado;1
2014;17 - La Candelaria;23;Femenino;Subsidiado;2
2014;19 - Ciudad Bolívar;33;Femenino;Excepción;4
2014;15 - Antonio Nariño;23;Masculino;Excepción;1
2014;14 - Los Mártires;26;Masculino;Excepción;1
2014;06 - Tunjuelito;17;Masculino;No Asegurado;2
2014;12 - Barrios Unidos;38;Masculino;No Asegurado;1
2014;04 - San Cristóbal;14;Masculino;Contributivo;3
2014;06 - Tunjuelito;14;Masculino;Contributivo;2
2014;14 - Los Mártires;17;Femenino;Excepción;1
2014;07 - Bosa;37;Femenino;Subsidiado;11
2014;20 - Sumapaz;15;Masculino;No Asegurado;1
2014;12 - Barrios Unidos;31;Masculino;No Asegurado;3
2014;01 - Usaquén;40;Femenino;Subsidiado;2
2014;12 - Barrios Unidos;21;Femenino;No Asegurado;4
2014;16 - Puente Aranda;21;Femenino;Excepción;3
2014;Sin Dato;28;Femenino;Contributivo;1
2014;06 - Tunjuelito;35;Femenino;Excepción;2
2014;17 - La Candelaria;15;Masculino;Excepción;1
2014;16 - Puente Aranda;23;Femenino;Excepción;4
2014;Sin Dato;33;Masculino;Subsidiado;1
2014;17 - La Candelaria;45;Masculino;No Asegurado;1
2014;12 - Barrios Unidos;37;Femenino;No Asegurado;2
2014;12 - Barrios Unidos;34;Masculino;No Asegurado;1
2014;07 - Bosa;14;Masculino;No Asegurado;1
2014;15 - Antonio Nariño;17;Masculino;No Asegurado;1
2014;08 - Kennedy;13;Femenino;No Asegurado;1
2014;07 - Bosa;21;Masculino;Excepción;6
2014;05 - Usme;36;Masculino;Excepción;3
2014;08 - Kennedy;16;Masculino;Excepción;3
2014;02 - Chapinero;37;Femenino;Subsidiado;1
2014;Sin Dato;34;Masculino;Subsidiado;1
2014;13 - Teusaquillo;23;Femenino;Excepción;2
2014;02 - Chapinero;40;Femenino;Subsidiado;1
2014;16 - Puente Aranda;40;Masculino;Excepción;1
2014;07 - Bosa;45;Masculino;Contributivo;1
2014;07 - Bosa;42;Femenino;Excepción;1
2014;17 - La Candelaria;35;Femenino;Excepción;1
2014;12 - Barrios Unidos;34;Femenino;Excepción;1
2014;14 - Los Mártires;13;Masculino;Contributivo;1
2014;03 - Santa Fe;33;Masculino;Subsidiado;5
2014;03 - Santa Fe;29;Masculino;No Asegurado;2
2014;05 - Usme;29;Masculino;No Asegurado;4
2014;17 - La Candelaria;22;Masculino;No Asegurado;1
2014;02 - Chapinero;43;Femenino;Subsidiado;1
2014;10 - Engativá;23;Femenino;Especial;1
2014;14 - Los Mártires;22;Masculino;No Asegurado;2
2014;19 - Ciudad Bolívar;43;Masculino;No Asegurado;1
2014;09 - Fontibón;37;Masculino;No Asegurado;2
2014;06 - Tunjuelito;25;Masculino;Excepción;2
2014;14 - Los Mártires;35;Femenino;Subsidiado;2
2014;08 - Kennedy;46;Masculino;No Asegurado;1
2014;17 - La Candelaria;24;Femenino;Subsidiado;1
2014;09 - Fontibón;30;Femenino;Excepción;2
2014;18 - Rafael Uribe Uribe;16;Masculino;No Asegurado;2
2014;02 - Chapinero;27;Femenino;Subsidiado;3
2014;01 - Usaquén;43;Femenino;Excepción;2
2014;13 - Teusaquillo;41;Masculino;Excepción;1
2014;19 - Ciudad Bolívar;12;Masculino;Subsidiado;1
2014;15 - Antonio Nariño;18;Masculino;No Asegurado;3
2014;20 - Sumapaz;21;Femenino;Subsidiado;1
2014;12 - Barrios Unidos;35;Femenino;No Asegurado;2
2014;05 - Usme;33;Masculino;Excepción;2
2014;01 - Usaquén;40;Femenino;No Asegurado;1
2014;02 - Chapinero;19;Femenino;Subsidiado;7
2014;09 - Fontibón;37;Masculino;Subsidiado;4
2014;16 - Puente Aranda;38;Masculino;Subsidiado;2
2014;10 - Engativá;13;Masculino;Contributivo;1
2014;13 - Teusaquillo;20;Masculino;Subsidiado;1
2014;12 - Barrios Unidos;45;Femenino;Contributivo;1
2014;15 - Antonio Nariño;32;Masculino;No Asegurado;2
2014;15 - Antonio Nariño;24;Femenino;No Asegurado;2
2014;06 - Tunjuelito;15;Masculino;Subsidiado;6
2014;03 - Santa Fe;21;Masculino;Excepción;2
2014;07 - Bosa;33;Femenino;Excepción;1
2014;Sin Dato;19;Femenino;Subsidiado;1
2014;06 - Tunjuelito;44;Masculino;Contributivo;1
2014;11 - Suba;50;Femenino;Contributivo;2
2014;06 - Tunjuelito;44;Femenino;Subsidiado;1
2014;12 - Barrios Unidos;22;Femenino;Excepción;1
2014;13 - Teusaquillo;43;Femenino;Especial;1
2014;02 - Chapinero;32;Femenino;Excepción;2
2014;06 - Tunjuelito;28;Femenino;Excepción;2
2014;09 - Fontibón;41;Masculino;Subsidiado;2
2014;06 - Tunjuelito;31;Masculino;Excepción;2
2014;02 - Chapinero;33;Masculino;Excepción;2
2014;12 - Barrios Unidos;20;Femenino;No Asegurado;3
2014;18 - Rafael Uribe Uribe;15;Femenino;No Asegurado;1
2014;17 - La Candelaria;19;Masculino;Contributivo;4
2014;04 - San Cristóbal;20;Femenino;Excepción;2
2014;19 - Ciudad Bolívar;30;Masculino;Excepción;5
2014;13 - Teusaquillo;33;Femenino;Especial;1
2014;05 - Usme;19;Masculino;Excepción;1
2014;13 - Teusaquillo;43;Masculino;Especial;1
2014;11 - Suba;46;Masculino;Contributivo;2
2014;01 - Usaquén;41;Femenino;No Asegurado;2
2014;17 - La Candelaria;42;Femenino;Excepción;1
2014;16 - Puente Aranda;14;Femenino;Contributivo;2
2014;06 - Tunjuelito;14;Femenino;Contributivo;2
2014;14 - Los Mártires;39;Femenino;Subsidiado;1
2014;02 - Chapinero;27;Femenino;Excepción;1
2014;04 - San Cristóbal;20;Masculino;Excepción;3
2014;10 - Engativá;34;Masculino;Especial;1
2014;15 - Antonio Nariño;31;Masculino;Excepción;1
2014;01 - Usaquén;16;Femenino;No Asegurado;4
2014;11 - Suba;40;Femenino;Subsidiado;3
2014;15 - Antonio Nariño;39;Femenino;Subsidiado;2
2014;17 - La Candelaria;28;Masculino;Subsidiado;4
2014;09 - Fontibón;34;Femenino;No Asegurado;1
